,Unnamed: 0.1,Unnamed: 0,questionID,questionTitle,questionText,questionLink,topic,therapistInfo,therapistURL,answerText,upvotes,views,split,dollyAnswerText
67,67,67,1,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Laura Cassity, LMSW, LMACAffiliated Family Counselors",https://counselchat.com/therapists/laura-cassity-lmsw-lmac,"Hello, I'm so glad you decided to take the first step in opening a conversation first. Deciding to go to therapy can sometimes be difficult for some, but with the right therapist, healing is possible and obtainable, even with what you've described. To answer your question, no you do not have too many issues to go to counseling.  You've been through a lot and have been strong and at times it's helpful to have someone else to help you through it. What I would say is to be sure and find a therapist who is experienced in sexual abuse and trauma overall. But you absolutely do not have too many issues for counseling. Please feel free to ask any other questions you may have regarding your situation and I hope you find the therapist you're looking for, there are many great ones out there. Many of the issues you're experiencing may be tied together from the trauma. Best Wishes. Laura Cassity, LMSW, LMAC",0,86,train,"I would suggest you look at what is called a “Theory of Mind” in counseling. This is the ability to perceive oneself as intelligent and capable of understanding the thoughts and feelings of other people. Without this ability, you cannot function effectively in society.    My case is a perfect example of this. I grew up in a household with so much emotional and mental abuse that I lacked the basic social skills to develop relationships and form an adult identity. I was essentially a shell of a human being who simply lay on the couch and watched tv all day. This is what it was like growing up in that household - and this is what has impacted my ability to perceive myself and my situation in a way that makes me feel understood and comfortable in the world. This lack of “Theory of Mind” means that you will likely experience many years of therapy to help you grow into an identity that feels safe and satisfying to you."
68,68,68,1,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Tamara PowellAnything But Ordinary!,https://counselchat.com/therapists/tamara-powell,"Not at all my dear. Human beings are complex creatures, and in my opinion, our issues interconnect in a very nuanced web between our levels of being (for example, mind, body, and spirit). Everything you bring up affects all three. The truly beautiful thing about the human body is that when you begin to work on one, the others improve as well!I would encourage you to seek out a counselor who's style and approach speaks to you and start with whichever issue feels most pressing to you. A skilled therapist will flow with you at your own pace and make recommendations to other professionals (e.g., physicians, holistic practitioners, EMDR specialists for trauma etc) as needed to complement the psychotherapy work you're doing with him or her to help you find the total healing you seek. I wish you well on your journey!",0,411,train,"The bottom line is, the more issues you address in counseling, the better prepared you are for the challenges of your life."
69,69,69,1,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Everyone has topics to discuss when they start therapy.   There is no correct number of topics.youSometimes people go to therapy for one specific area of their life.   Not everyone has the time or interest to utilize therapy just when a significant topic arises in their life.Since you are one person, no matter how many or few topics you would like to address in therapy, all the topics relate to you.Possibly the result of your therapy will be more transformational than if you talked only on one topic.  Lucky you, to be on the cusp of clearing and resolving many vulnerabilities at once.   You will feel brand new by the time you finish your therapy work!",0,102,train,"Yes, you have too many issues to address in counseling. You are suffering from Over-Attachment to your Counselor and the Counselor is suffering from Over-Attachment to you.   You need to see a therapist that specializes in trauma and addiction. It does not have to be the Counselor who is suffering from addiction. They can be well adjusted, but still suffer from addiction. You need to explore all avenues of healing before you can be sure you have “untangled” your relationships with Counselors, Family, or Friends."
70,70,70,2,How do I find out the cause of my depression and anxiety?,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",https://counselchat.com/questions/how-do-i-find-out-the-cause-of-my-depression-and-anxiety,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Answers about our inner lives are most successfully reached from a sense of feeling grounded in oneself.First step is to accept your nervousness and restless sleep.  As often as possible, sleep during daytimes in order for your body to catch up on its need for rest.Accept too about feeling down.  It is normal to feel down once in a while.  From this place of selfacceptance, trust any answers which come up to your mind.  Often answers about complicated topics come in small pieces, not all at once as a whole unit.Also, your description about panic attacks is also completely normal.   They often arise unrelated to particular conditions at a given moment.  They are a healthy symptom your body is trying to expel bad feelings and does this by having the anxiety erupt at times.So, selfacceptance, tolerance of being on a process of clearing out worn out emotional clutter, and sleep at odd times if possible, are all ways to stabilize yourself, which will also feel calm and good!",0,41,train,"I would be worried if my panic attacks were triggered by something I knew. It sounds like you may have a high fear of Attack Thoughts.  This can lead to a number of physical symptoms including insomnia, fear of sleeping, restlessness, headaches, and palpitations.

My suggestion is to seek out treatment from a trained therapist. I cannot diagnose you, but it would be helpful to know what kind of treatment is being sought. For example, anxiety treatment may focus on understanding your triggers, while another therapist may work with a different treatment model. It's also important to understand that not everyone with panic attacks needs therapy, so ask yourself if you would like to pursue treatment or take matters into your own hands."
71,71,71,2,How do I find out the cause of my depression and anxiety?,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",https://counselchat.com/questions/how-do-i-find-out-the-cause-of-my-depression-and-anxiety,depression,"Nicole StoneAnxiety, relationship crisis, and the separation/divorce experience.",https://counselchat.com/therapists/nicole-stone,"It could be really helpful to see a counselor/therapist about your increasing depression/panic symptoms. Finding out the cause of depression/anxiety isn't always as straightforward as it seems, since both issues tend to become patterns we engage in rather than solely related to a specific trigger/reason. For example, if I am feeling down about a particular circumstance in my life, then I start seeing life through this lens of feeling down, and typically I'll start to see a lot more that I get down about, and it can really build very quickly on itself. Same with anxiety. Obviously, this is a very simplified example and it can be very difficult to see how the pattern is maintained, but that's where working with a counselor/therapist comes in. I would be curious about whether you can start to notice the initial sensations of panic, and if you can (through the panic attack) continue to maintain awareness of the actual physical sensations. Even better if you can talk yourself through the sensations you're feeling  such as saying to yourself ""Okay, I'm breathing really rapidly, and my heart is racing, now my palms are sweaty and my chest is feeling really tight..."" Reminding yourself that it's just your body's reaction to stress, and while it might be overreacting right now, you're okay and eventually it will go away. I highly recommend the SAM for Anxiety Management app for the anxiety piece, and I wouldn't be surprised if addressing the anxiety helped to address some of the depression too.",0,190,train,"As someone who has spent several years working in the mental health space and living with anxiety, I can offer some advice. First, make sure you are not coming down with a more serious condition, such as pneumonia or the flu. You can also ask your health care provider for advice. If you suspect that this may be depression, it is important to remember that this does not cause the feelings you are experiencing. Instead, it is a condition that is causing you to feel this way, and in this case, a lack of certain chemicals in your brain. In order to feel better, you need to get more of these chemicals into your system. To this end, I would recommend getting some sunshine and moving. Getting some exercise helps release stress hormones, and also helps get your mind moving. This can be difficult when you are feeling stuck in your feelings, but it can be done! And lastly, I would encourage you to look into methods for getting more of the chemicals you need into your system. Certain medications can be available without a prescription, but it is important to speak with your doctor about this process."
72,72,72,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,Dr. Melissa ValentinaHonor Yourself and Live Your Truth,https://counselchat.com/therapists/dr-melissa-valentina,Have you used meditation or hypnosis? Relaxing the mind and connecting with your true self is a great way to calm your thoughts and get to peace and calm. Hypnosis and meditation have helped a lot of people with anxiety and depression. Google hypnotherapists near me or write for a while about what is going on.,0,26,train,"There are actually a lot of things you can do to overcome this anxierty and depression.

First, you can call your doctor and get a prescription of an anti-anxiety medicine. You can also look into alternative treatments, such as physical exercise, meditation, yoga, and many other activities you can do to improve your well-being.

Second, you can also see a therapist who can help you identify ways to reduce your anxiety and get the proper sleep.

At the end of the day, it is always better to talk to someone who can offer you the right guidance. Try not to feel guilty about this. Its actually better to admit that you need help and not be ashamed."
73,73,73,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,Kerri ScullyLicensed Professional Counselor,https://counselchat.com/therapists/kerri-scully,Working with a great therapist who can help you learn ways to cope might be beneficial to you.  Sometimes just the act of being able to talk about things with a nonjudgmental person helps take some of the burden off of you.  A therapist can help you change your thought patterns and teach you coping skills to reduce your symptoms.,0,25,train,"I’m sure I’m not the only one going through this and I’m sure it’s not fair but I’m going to go ahead and list some things that helped me.   First of all, you have to realize that this feeling is totally normal and will pass.   I have been going through this and I think one of the biggest things is telling myself that this feeling will pass.  Second, talk to someone.  This is especially important if this is affecting you with friends.  Third, exercise.  This sounds obvious but it helps release serotonin.  Also, make a promise to yourself to do a workout you’ve been putting off.  Fourth, read a book.  Just something to occupy your time.  Fifth, meditate.  Start with that.  Sixth, go outside and look at something beautiful.  Seriously this may sound cheesy but it will help take your mind off of things.  Seventh, call a friend and vent.  That always helps.  Eighth, take your vitamins.  My mom had me on depression and anxiety medicine.  It helps.  Ninth, listen to relaxing music.  I just listened to this song “Daydream” by Ill"
74,74,74,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,"Dr. Timothy Paul'man'; Online - ""Natural Health Consultant and Coach""",https://counselchat.com/therapists/dr-timothy-paul,"Anxiety and depression is caused by ineffective functioning of the adrenals, kidneys, and the other systems that affects.A basic protocol of natural health makes quick work of it (about 23 monthsish; maybe shorter with a good constitution, in your body) :)",0,15,train,"You could try several techniques to reduce your anxiety and depression. Some of the techniques are:
1. Get at least 10 hours of restorative sleep every day.
2. Go for a 30 minutes walk everyday.
3. Go to a professional counseling if you feel that therapy is gonna help."
75,75,75,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,"Shannon GonterBe who you are, not who the world has told you to be. ",https://counselchat.com/therapists/shannon-gonter,"Meditation may be able to assist you in lowering your anxiety and depressive symptoms. Meditation...Breaks Anxious Thought PatternsA common symptom of anxiety is having racing negative and obsessive thoughts that create a vicious cycle of worry within your mind. Meditation can reduce rumination and the break negative thought patterns by increasing your control over random unwanted thoughts and decreasing your tendency to worry by altering the way your brain responds to stress. For example, instead of following your negative thought down the rabbit hole, you learn to view your thoughts differently and recognize it for what it is – a thought – and let it go. Thank goodness to neuroplasticity and your brains endless capacity to change! Balances Brain ChemicalsAnxiety is brought on by various factors (personality type, emotional trauma, genes, prolonged exposure to stress...) and sometimes causes an imbalance of chemicals within the brain (GABA and serotonin). A meditation practice can assist in restoring the balance of neurotransmitters within the brain by increasing GABA (neurotransmitter connected to feeling happy and relaxed) and serotonin (another neurotransmitter connected to being happy) and decreasing cortisol (stress hormone).Builds A Healthier BrainBased on research and scans, individuals who have a regular meditation practice show dramatically larger amounts of gray matter, the volume of the hippocampus, thickness of the cortex, increased blood flow to the brain, improved neural connections between various parts of the brain and decreased size of the amygdala (controls autonomic responses associated with fear, arousal, and emotional stimulation). View full article here: https://www.therapybyshannon.com/blog2/2019/4/16/meditatetoloweranxietylevels",0,24,train,"I would say try to take your mind off of what’s going on in your life by engaging in positive activities. Like any other emotion, you just need to find a way to channel your energies into something that takes your interest.  There are lots of options for that. For instance, you could learn a new hobby or take up a new sport. If you love to write, try to find a hobby that brings you more joy than just sitting and ruminating on all your troubles.   If you are not sure what to do, it would be good to speak to a professional. I would recommend a therapist because there are different therapies for different types of depression, but I think talking to a professional can help you deal with it."
76,76,76,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,Michael GreeneTherapy That Focuses on Root Causes,https://counselchat.com/therapists/michael-greene,Anxiety and depression are often linked. I don't consider them as diseases. Depression is a symptom of deep hurts to the sense of self that leaves a person feeling shamed. Anxiety is a symptom of not being given the proper emotional resources to handle the problems of life. It is also the result of being taught that life is a dangerous place that can't be managed.,0,45,train,"I would recommend reaching out to a mental health professional for advice. I would also recommend getting enough sleep, eating well, spending time with loved ones, and reaching out to a friend for stress relief."
77,77,77,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,David Mora- M.A. LPCA helpful listening ear,https://counselchat.com/therapists/david-mora-m-a-lpc,"Depression and anxiety can be disconcerting and disruptive to our lives in many ways. I am sorry that you are suffering so much. Depression and anxiety can arise due to experiences, genetics or a combination of both. I like for my clients look at their issues as whole persons so I would also recommend these tips:Physical: regular exercise, healthy balanced diet, rest and sleepMental: how we think is how we feel. How are you interpreting the events that are happening to you? Try to interpret them in a less negative way. Unfortunately we cannot stop our thoughts as our brain is always working. If you can't see your issues in a different way then stop struggling and allow and accept whatever the unhelpful thoughts are. Choose to take actions based on your values and what will give you a fulfilling life no matter what your thoughts are. Remember, your thoughts have no power unless you act upon them. Emotional: do not let feelings dictate your actions, even if something feels anxious take action again based on your values and how you want to live.   Social: connect with healthy friends and family that will be a positive support. Take up some hobbies and recreation activities as well. If things do not improve I would encourage you to make an appointment with a talk therapist and discuss these issues. I would encourage you to also be open to consider an evaluation for antidepressants with these issues as well. If you ever feel like you might hurt yourself please call 911 or go to your nearest ER.",0,79,train,"There are a couple of things that you can do to overcome this, first is to get out and do something active. This can be walking in a park, running in the mountains, or even going for a bike ride. Another thing that you can try is reading a book. Some tips that you might be interested in reading are “The Power of Habit” by Charles Duhigg or even “Time Wars” by Eric Topol."
78,78,78,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,Stacey ShapiroRegistered Play Therapist-Supervisor,https://counselchat.com/therapists/stacey-shapiro,Life can bring us all kinds of struggles.   Depression and Anxiety are very common reasons people come into counseling.  Both can be debilitating.  Sometimes when life struggles and stresses build up anxiety and depression become prominent.  Learning tools to ride the waves  of life is a core part of counseling.  If you are ready to manage the symptoms and come up with a plan visit staceybshapiro.com for more information.,0,102,train,"For starters, don’t compare yourself to anyone. We all go through struggles and we all need someone to admire. Your best self is unique to you. Appreciate that. 
Secondly, seek professional help! Talk to someone who understands about your struggle, your feelings, and what you’re going through. Go see a doctor if you haven’t already. Meds and therapy have been really effective for me. I will never compare myself to anyone but we all gotta move on."
79,79,79,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,"Sara Makin, M.S.Ed.,NCC#1 Best Selling Author & Counselor",https://counselchat.com/therapists/sara-makin-m-s-ed-ncc,"Wanting to make changes and asking for assistance is the first step. Overcoming anxiety and depression is not an easy feat to do on your own, especially if it's been something you have been battling for years.  There are some different routes you may go down in order to start the healing process:Therapy  find a therapist who has a lot of experience with anxiety and depression. You can do this by googling ""anxiety depression therapist "" in your city.  CounselChat also has a directory of amazing therapists, as does Psychology TodayMedication  Depending on what other symptoms you may be struggling with depends on what medication you will be prescribed. Be 100% honest with the doctor and ask about different side effects or potential risks associated with the medication. You more than likely will be prescribed an SSRI.Therapy & Medication  The outcomes are very good for those who decide to do both. Medication can help level out out your mood and therapy can help you process through your emotions and keep you accountable for you goals , as you will be seeing your therapist more often than your psychiatristTherapy & Homeopathy  Homeopathy could potentially be a good tool to use alongside with therapy in case you are not interested in going down the medication route. Arsenicum album is most commonly given to those who struggle with anxiety and depression.The choice is yours. My recommendation is to start with therapy and explore your options more in depth with your therapist.",0,104,train,"- Make sure you are getting the amount of sleep you need
- Make sure you are eating well and getting enough good nutrition
- Try and make time for things that make you feel happy like drawing, painting, cleaning your room
- Keep things calm by meditating or going for a walk"
80,80,80,3,How do I overcome my anxierty and depression?,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,https://counselchat.com/questions/how-do-i-overcome-my-anxierty-and-depression,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"First, be patient because anxiety and depression are rooted in a person's outlook on who they are and how they handle situations and relationships.Changing these deep major structures in your life takes time to try new ways and see what develops, then fine tune accordingly.Most commonly, anxiety and depression relate to one's self definition.Reflect on your own opinion of yourself and whether you'd like making any adjustments to this.   Then figure out what stops or inhibits you from doing this.Try new ways of thinking and interacting with other people.  The changed impression you make on others will influence your own view of who you are.In America people take Pharma pills to not feel badly.If you prefer to make natural, longlasting change then reflect, read, try therapy if it feels right to you.Eventually you will be better off this way than to take drugs to hide how you truly feel.",0,69,train,"I’m not sure if this method will work for everyone, but if it does, I would recommend practicing it every night before going to sleep. First, close your eyes. Take a few deep breaths and relax your body. Make sure you feel every muscle in your body. Imagine that you’re a genie and you can grant one wish. Choose what you want to happen. Visualize it as clearly as you can. After you’ve visualized your wish, say goodbye to the genie. Then slowly open your eyes. That’s it! I hope this helps."
81,81,81,4,Why am I upset or down every day even when nothing is going on?,How can I get to a place where I can be content from day to day?,https://counselchat.com/questions/why-am-i-upset-or-down-every-day-even-when-nothing-is-going-on,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Your question is a fascinating one!As humans we have the ability to reflect on situations in our lives.Even if nothing currently goes on in a particular moment, it’s possible you’re reflecting on a serious or upsetting matter.And, our emotions linger within us.Just because a particular moment feels calm, inside your feelings may be the sense of a strong unsettled emotion from the recent past.Good for you to be aware of your own sensitivity to living with awareness of your moods and thoughts.",0,37,train,"1) Refocus your thoughts and ambitions
2) Think about what you are passionate about and spend a lot of time doing that
3) Take classes and read books to learn new things
4) Find friends or a partner who can be a source of inspiration and support"
82,82,82,4,Why am I upset or down every day even when nothing is going on?,How can I get to a place where I can be content from day to day?,https://counselchat.com/questions/why-am-i-upset-or-down-every-day-even-when-nothing-is-going-on,depression,"Lauren Ostrowski, MA, LPC, NCC, DCC, CCTPI tailor my therapeutic approach to each client's strengths and goals",https://counselchat.com/therapists/lauren-ostrowski-ma-lpc-ncc-dcc-cctp,"One thing that comes to mind is making a list of some things that happen each day. It could be that there are things that are affecting how upset you are, but because so many other things are going on, you may not notice.Another idea to try is to keep a list for a month of one good thing that happened each day. This way, when you're having a rough day, you have a list to think of and take a look at.Are you eating and sleeping in ways that are typical for you (typically at least two meals per day and roughly 8 hours of sleep that night (may be different depending on your age)? These two ideas are closely related to changes in your mood.From where do you have support? Friends or family?Can you take 5 or 10 minutes per day to do something that you enjoy?If you think back to the last time that you felt ""content,"" what was contributing to that?Another possibility is to try to be mindful of things that you do every day. For example, rather than eating a turkey sandwich as fast as possible on your lunch break, consider actually tasting it and enjoying it. Also consider giving yourself praise for doing something well. For example, when you finish your paperwork, take a moment to notice that and maybe reward yourself by checking your email, reading five pages of a book, or something else that can be done quickly before you get back to your next task.",0,51,train,"To be content from day to day you first need to enjoy the little things in life. I think of this as ""stoicism"" - being content with what you have rather than focusing on the negative. It's also good to spend a few minutes each day focusing on what you're thankful for. I also try to keep an open mind and be flexible. Things may not go exactly the way I expect them to. And as long as I'm moving forward with what I set out to do, I'm okay with that."
83,83,83,4,Why am I upset or down every day even when nothing is going on?,How can I get to a place where I can be content from day to day?,https://counselchat.com/questions/why-am-i-upset-or-down-every-day-even-when-nothing-is-going-on,depression,Lovener WightmanNYC Counseling,https://counselchat.com/therapists/lovener-wightman,It's important to take a look inside and see what's going on with you to cause you to have these feelings.  Please contact us in whatever way is most comfortable for you and we can get you set up with someone who will help you figure out this space in your life.,0,31,train,"Contentment comes from focusing on the positive in your life and being grateful for what you have. It is often difficult to find a place where you can be content, but the more you do it, the easier it will become. It can be as simple as finding a positive in each day and focusing on that. It can be getting together with friends and family who are supportive of you in your life. It can be setting a goal for yourself and working toward it with excitement. It can be meditating on a positive thought or remembering a happy memory. It can be finding an activity that you really enjoy that fills your days. The more you do this, the easier it will become to be content."
84,84,84,5,How can I deal with depression stemming from chronic pain?,"I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain?",https://counselchat.com/questions/how-can-i-deal-with-depression-stemming-from-chronic-pain,depression,"Dr. Timothy Paul'man'; Online - ""Natural Health Consultant and Coach""",https://counselchat.com/therapists/dr-timothy-paul,"Chronic pain at the back likely results from a few areas:L4L5 kidney zone, most likely (lower back);Bone spurs, fused discs, and slipped discs, caused by connective tissue weakness, and calcium deposits used to neutralize highly acidic areas...The 'depression' will evaporate when the chronic pain is drained out, through natural means;Pharmaceutical means will simply extend the pain and cause it to deepen over time, not solving the problem;Remember, medical doctors suppress, natural doctors cure...",0,19,train,Try yoga. It's full of stretches for your body to do that help you release stress. It can also help with your depression.
85,85,85,5,How can I deal with depression stemming from chronic pain?,"I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain?",https://counselchat.com/questions/how-can-i-deal-with-depression-stemming-from-chronic-pain,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Maybe if you started to address questions of an inner nature of what changed in your life as a result of the back problem.To know your limitations and the areas of your life which they affect, will greatly contribute to stronger selfknowledge within you.Greater awareness and sense of direction very often decreases depression.",0,76,train,"Pain is not a give-a-whiz, but if you're going through it, it can be overwhelming to not only feel, but also cope. I would strongly suggest seeing a mental health professional for advice on ways to cope with severe depression. This is especially important as it can lead to suicide risk."
86,86,86,6,How can I get counseling if my primary care physician won't help?,"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?",https://counselchat.com/questions/how-can-i-get-counseling-if-my-primary-care-physician-won-t-help,depression,"Dr. Timothy Paul'man'; Online - ""Natural Health Consultant and Coach""",https://counselchat.com/therapists/dr-timothy-paul,"If it is simply counseling that you seek, any number of faithbased outfits are very willing to listen and help out with these sorts of matters, free of charge :)Online messaging and social media is a secondary option, however this one may come with privacy concerns and consequences;If it were I, I would attempt to sweettalk one or two counselors I come across to do a bit of work for folks who can't afford it :)",0,11,train,"In summary, we don't diagnose adult ADHD in our practice, however if your primary care physician does not treat your ADHD symptoms with a few focus on exercise, healthy sleep habits, and adequate nutrition, you may want to ask for a second opinion."
87,87,87,6,How can I get counseling if my primary care physician won't help?,"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?",https://counselchat.com/questions/how-can-i-get-counseling-if-my-primary-care-physician-won-t-help,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Look up online what the local hospital offers to people.  Also, google some of the key words you just wrote here, like depression and counseling, lowcost counseling.Did your primary physician tell you their reason to not help you?  If not, then ask the person to tell you their reasoning.  Even if the specific doctor won't help you, by understanding their reason, you may be able to work with the answer you hear.",0,68,train,"First of all, I would urge you to try to get a new primary physician. There are plenty of doctors out there, but if the ones you have are not helping you, you may have your mind made up that you need to go see another type of doctor (eg psychiatrist). There are excellent psychiatrists out there and many of them work in primary care.
I would suggest you call or see your local managed care company or your state mental health program and see what they can do for you. They often have doctors who are board certified and very good. I would also check with your employment to see if you can find a psychiatric provider who works with your employer.
You might want to consider other medical conditions that could be contributing to your symptoms. You can see a psychiatrist for a full diagnostic work up. Depending on the results, you might find that a medical specialist or general practitioner may be able to help you more effectively."
88,88,88,6,How can I get counseling if my primary care physician won't help?,"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?",https://counselchat.com/questions/how-can-i-get-counseling-if-my-primary-care-physician-won-t-help,depression,Elizabeth AndersonMFT Registered Intern,https://counselchat.com/therapists/elizabeth-anderson-3,"I would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions, i.e., Pacific Clinics, Hathaway Sycamore, Pasadena Mental Health Center, Burbank Family Center. If you google affordable or low cost therapy in your particular area you will find resources to help you.",0,150,train,"I suggest finding a different physician to consult with. I would also speak with your mental health provider to see if there are any medications they recommend that could help manage your symptoms. If you cannot find a physician who will work with your condition, consider virtual physician services like MedMatch. Finally, seek out support groups through your mental health provider to better understand your symptoms and begin the process of treatment."
89,89,89,7,Why am I experiencing dfficulty maintaining an erection?,"A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?",https://counselchat.com/questions/why-am-i-experiencing-dfficulty-maintaining-an-erection,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"First step always is to do a medical rule out so that you're sure the problem is psychological and emotion based, not a medical condition which requires care and attention.If you are medically clear in the reasons for losing your erection, then reflect on what may be creating a loss in confidence in either who you are and what you're doing with your life, or whether your wife has these sort of problems within herself.Often a problem transfers ownership of who shows it.If you are a sensitive person its possible your erection problem reflects your wife's insecurities and selfdoubt.  If she is someone who is reluctant to talk about feeling unsure then in a certain way by you showing a problem, she can avoid looking at herself.There may not be a direct cause such as usually exists in a medical problem.Medicine looks for symptoms to treat.Our emotional lives are much more indirect.If you feel stress at work or are unhappy in the place you live, for example, then your frustration may show up in your sex life.Basically, do a broad inward search of your life and what it holds and maybe ask your wife to do the same.You may clear the air within yourselves and between each other so the problem goes away.",1,95,train,"I am sorry to hear that you are struggling with your erection.  This is a real concern.  As you get older you should expect a drop in your sexual desire.  There are a number of reasons why this might be happening including but not limited to the following:
- The increase in cardiovascular disease as we get older can lead to erectile dysfunction
- Stress is a known cause of decreased libido
- Estrogen, which is typically low as we get older, can also lead to erectile dysfunction

I would encourage you to speak with your doctor.  It would also be helpful to have a medical exam as well including a sexual health evaluation.  This will help get your mind at ease as well as provide you with some suggested solutions."
